date,open,high,low,close,volume,ema7,ema17,enter_tag,support,resistance,enter_long
2024-05-18 12:00:00+00:00,67190.81,67227.97,66600.0,66823.63,3512.39354,66824.10634692086,66093.44456345914,,66600.0,0.0,
2024-05-18 16:00:00+00:00,66823.63,66992.53,66722.0,66912.62,1415.23897,66846.23476019065,66184.46405640812,,0.0,0.0,
2024-05-18 20:00:00+00:00,66912.62,67039.92,66810.0,66915.2,1380.44951,66863.47607014299,66265.65693902945,,0.0,0.0,
2024-05-19 00:00:00+00:00,66915.2,67294.35,66837.39,67170.21,1968.76906,66940.15955260725,66366.16283469285,,0.0,0.0,
2024-05-19 04:00:00+00:00,67170.2,67329.45,66930.4,67324.44,1770.85016,67036.22966445543,66472.63807528254,,0.0,0.0,
2024-05-19 08:00:00+00:00,67324.44,67700.0,66950.0,67330.0,4156.529,67109.67224834158,66567.90051136226,,0.0,67700.0,
2024-05-19 12:00:00+00:00,67330.01,67330.01,66677.0,66889.88,3575.96349,67054.72418625618,66603.67601009978,,0.0,0.0,
2024-05-19 16:00:00+00:00,66889.88,66990.0,65857.25,66034.01,4551.01267,66799.54563969214,66540.37978675535,,65857.25,0.0,
2024-05-19 20:00:00+00:00,66034.01,66463.0,66000.0,66274.01,2002.17971,66668.1617297691,66510.78314378254,,0.0,0.0,
2024-05-20 00:00:00+00:00,66274.0,66768.87,66060.31,66675.22,2810.74639,66669.92629732682,66529.05390558447,,0.0,0.0,
2024-05-20 04:00:00+00:00,66675.21,67295.99,66279.64,66825.14,4518.75286,66708.72972299511,66561.95236051953,,0.0,0.0,
2024-05-20 08:00:00+00:00,66825.15,67349.0,66750.0,66994.2,3926.45606,66780.09729224633,66609.97987601736,,0.0,0.0,
2024-05-20 12:00:00+00:00,66994.2,67487.0,66753.42,67419.99,5810.8034,66940.07046918475,66699.98100090431,,0.0,0.0,
2024-05-20 16:00:00+00:00,67420.0,70000.0,67374.42,69999.99,16377.91082,67705.05035188857,67066.64866747051,,0.0,0.0,
2024-05-20 20:00:00+00:00,70000.0,71515.56,68905.67,71446.62,17372.03157,68640.44276391642,67553.31214886268,,0.0,0.0,
2024-05-21 00:00:00+00:00,71446.62,71979.0,70706.0,71284.0,13088.39015,69301.33207293731,67967.83302121126,,0.0,71979.0,
2024-05-21 04:00:00+00:00,71283.99,71394.2,70826.92,70878.29,6601.84071,69695.57155470298,68291.21712996556,,0.0,0.0,
2024-05-21 08:00:00+00:00,70878.3,71474.92,70839.63,71130.0,7293.08407,70054.17866602723,68606.63744885828,,0.0,0.0,
2024-05-21 12:00:00+00:00,71130.0,71455.09,69685.01,69826.99,11191.26336,69997.38149952043,68742.23217676292,,0.0,0.0,
2024-05-21 16:00:00+00:00,69827.0,70263.03,69162.94,69285.99,7682.81292,69819.53362464032,68802.64971267815,,69162.94,0.0,
2024-05-21 20:00:00+00:00,69285.99,70377.77,69240.57,70148.34,3750.04239,69901.73521848023,68952.1708557139,,0.0,0.0,
2024-05-22 00:00:00+00:00,70148.34,70368.6,69822.76,69955.72,3712.34798,69915.23141386017,69063.67631619013,,0.0,0.0,
2024-05-22 04:00:00+00:00,69955.72,70059.89,69165.0,69715.0,3561.58064,69865.17356039512,69136.04561439123,,69165.0,0.0,
2024-05-22 08:00:00+00:00,69715.0,70275.14,69636.01,69736.13,3338.95553,69832.91267029634,69202.72165723665,,0.0,0.0,
2024-05-22 12:00:00+00:00,69736.14,70591.0,69435.3,70455.9,6115.43217,69988.65950272225,69341.96369532146,,0.0,0.0,
2024-05-22 16:00:00+00:00,70455.89,70666.0,69228.64,69637.47,6273.89945,69900.86212704169,69374.79772917464,,0.0,70666.0,
2024-05-22 20:00:00+00:00,69637.48,69976.0,68842.19,69166.62,4670.96449,69717.30159528127,69351.66687037745,,68842.19,0.0,
2024-05-23 00:00:00+00:00,69166.62,69626.87,69166.61,69446.14,2519.07727,69649.51119646095,69362.16388477995,,0.0,0.0,
2024-05-23 04:00:00+00:00,69446.14,69862.44,69347.17,69734.04,2641.29925,69670.64339734572,69403.48345313773,,0.0,0.0,
2024-05-23 08:00:00+00:00,69734.05,70061.0,69520.02,69982.72,3721.08269,69748.66254800929,69467.84306945576,,0.0,0.0,
2024-05-23 12:00:00+00:00,69982.72,70096.12,67610.95,68076.0,12779.86105,69330.49691100697,69313.19383951623,,0.0,70096.12,
2024-05-23 16:00:00+00:00,68075.99,68167.97,66764.7,67199.98,6871.2151,68797.86768325523,69078.3923017922,,0.0,0.0,
2024-05-23 20:00:00+00:00,67199.98,68365.81,66312.16,67969.65,11980.63838,68590.81326244143,68955.19871270418,,66312.16,0.0,
2024-05-24 00:00:00+00:00,67969.66,68017.56,67628.01,67891.83,3527.41135,68416.06744683108,68837.04663351482,,0.0,0.0,
2024-05-24 04:00:00+00:00,67891.83,67922.79,66816.21,67155.93,5910.48089,68101.0330851233,68650.25589645762,,0.0,0.0,
2024-05-24 08:00:00+00:00,67155.93,67523.78,66600.12,67349.99,3483.32864,67913.27231384248,68505.78190796233,,66600.12,0.0,
2024-05-24 12:00:00+00:00,67350.0,68420.0,66921.97,68326.46,7204.20269,68016.56923538186,68485.85725152207,,0.0,0.0,
2024-05-24 16:00:00+00:00,68326.46,69250.0,67924.39,69115.98,6124.27945,68291.4219265364,68555.87089024184,,0.0,69250.0,
2024-05-24 20:00:00+00:00,69115.98,69214.0,68524.94,68549.99,1846.13362,68356.0639449023,68555.21745799275,,0.0,0.0,
2024-05-25 00:00:00+00:00,68549.99,68910.0,68500.0,68757.85,1641.62583,68456.51045867673,68577.73218488245,,0.0,0.0,
2024-05-25 04:00:00+00:00,68757.84,68831.88,68615.56,68753.92,1418.86107,68530.86284400754,68597.3086087844,,0.0,0.0,
2024-05-25 08:00:00+00:00,68753.93,69610.0,68749.2,69104.67,3074.05389,68674.31463300565,68653.68209669724,,0.0,69610.0,1.0
2024-05-25 12:00:00+00:00,69104.68,69299.99,68847.65,68930.4,3361.6813,68738.33597475424,68684.42853039755,,0.0,0.0,
2024-05-25 16:00:00+00:00,68930.39,69266.66,68849.5,69155.32,1460.29445,68842.58198106568,68736.74980479782,,0.0,0.0,
2024-05-25 20:00:00+00:00,69155.32,69356.6,69050.01,69290.57,1173.87764,68954.57898579926,68798.28538204251,,0.0,0.0,
2024-05-26 00:00:00+00:00,69290.56,69319.31,68808.37,69073.62,1604.1616,68984.33923934944,68828.87811737112,,68808.37,0.0,
2024-05-26 04:00:00+00:00,69073.62,69435.36,68928.22,69340.15,1384.96206,69073.29192951208,68885.68610432988,,0.0,0.0,
2024-05-26 08:00:00+00:00,69340.16,69562.23,68974.55,69134.91,2431.33857,69088.69644713406,68913.37764829323,,0.0,69562.23,
2024-05-26 12:00:00+00:00,69134.91,69399.0,68668.6,68847.99,2691.07965,69028.51983535054,68906.11235403843,,0.0,0.0,
2024-05-26 16:00:00+00:00,68847.98,68973.15,68692.11,68903.54,1856.42507,68997.2748765129,68905.82653692305,,0.0,0.0,
2024-05-26 20:00:00+00:00,68903.53,68911.56,68128.01,68507.67,1904.15102,68874.87365738468,68861.58692170937,,68128.01,0.0,
2024-05-27 00:00:00+00:00,68507.67,69298.0,68481.31,68873.43,3075.08732,68874.5127430385,68862.90281929722,,0.0,69298.0,
2024-05-27 04:00:00+00:00,68873.43,68901.74,68321.95,68643.36,2593.08429,68816.72455727888,68838.50917270864,,0.0,0.0,
2024-05-27 08:00:00+00:00,68643.36,68944.2,68250.0,68434.26,2936.86739,68721.10841795916,68793.59259796323,,68250.0,0.0,
2024-05-27 12:00:00+00:00,68434.26,70520.3,68384.0,70373.85,7055.83517,69134.29381346937,68969.1767537451,,0.0,0.0,1.0
2024-05-27 16:00:00+00:00,70373.86,70687.56,69069.0,69260.01,5008.7635,69165.72286010202,69001.49155888453,,0.0,70687.56,
2024-05-27 20:00:00+00:00,69260.02,69887.9,69177.01,69436.43,2467.2897,69233.39964507651,69049.81805234181,,0.0,0.0,
2024-05-28 00:00:00+00:00,69436.43,69591.81,67753.0,68050.3,6835.12436,68937.62473380739,68938.7604909705,,0.0,0.0,
2024-05-28 04:00:00+00:00,68050.3,68134.0,67486.65,67694.0,4924.25467,68626.71855035554,68800.45376975155,,67486.65,0.0,
2024-05-28 08:00:00+00:00,67694.01,68902.71,67582.13,68389.87,5753.28941,68567.50641276666,68754.83335089026,,0.0,0.0,
2024-05-28 12:00:00+00:00,68389.87,68559.99,67529.62,68374.08,7315.8352,68519.149809575,68712.52742301357,,0.0,0.0,
2024-05-28 16:00:00+00:00,68374.08,68598.33,67277.91,68424.29,5785.87242,68495.43485718124,68680.50104267873,,67277.91,0.0,
2024-05-28 20:00:00+00:00,68424.28,68661.28,68124.04,68398.39,2008.59436,68471.17364288593,68649.15537126998,,0.0,0.0,
2024-05-29 00:00:00+00:00,68398.4,68923.0,68266.04,68829.42,2939.72633,68560.73523216444,68669.1847744622,,0.0,0.0,
2024-05-29 04:00:00+00:00,68829.41,68935.68,67936.35,67946.9,3436.4985,68407.27642412332,68588.93091063308,,0.0,68935.68,
2024-05-29 08:00:00+00:00,67946.89,68033.33,67602.34,67763.59,3936.67261,68246.35481809248,68497.22636500718,,0.0,0.0,
2024-05-29 12:00:00+00:00,67763.59,68280.0,67262.34,67379.13,7094.29394,68029.54861356936,68372.99343556195,,0.0,0.0,
